iter	Logloss
213	0.0009832766663
214	0.0009796134653
215	0.0009766756878
216	0.0009698646251
217	0.0009689201438
218	0.0009678400549
219	0.000967420645
220	0.0009670883017
221	0.0009575133754
222	0.000956198824
223	0.0009427911363
224	0.0009410934327
225	0.0009407399226
226	0.0009397424112
227	0.0009377172207
228	0.00093755622
229	0.0009363314762
230	0.0009349856775
231	0.0009334182725
232	0.0009328099508
233	0.0009317509992
234	0.0009306880033
235	0.0009302484816
236	0.0009237084835
237	0.0009222245141
238	0.0009213750138
239	0.0009197058668
240	0.00091779673
241	0.0009153668019
242	0.0009146160472
243	0.0009033942272
244	0.0009029281619
245	0.0009014643918
246	0.0009001121267
247	0.0009000336224
248	0.0008992183007
249	0.0008804477909
250	0.0008692898318
251	0.0008678019372
252	0.0008665105738
253	0.0008655137858
254	0.000863136223
255	0.0008629657059
256	0.0008445355142
257	0.0008370835318
258	0.0008352472591
259	0.0008241913821
260	0.0008239617452
261	0.0008233693153
262	0.0008225780121
263	0.0008211646631
264	0.0008202415467
265	0.000818519835
266	0.0008101956712
267	0.0008092439595
268	0.0008084751382
269	0.0008080674495
270	0.0008079775422
271	0.000807189251
272	0.0008066480926
273	0.0008052302453
274	0.0008051362261
275	0.0008048943902
276	0.0008048251114
277	0.0007886004953
278	0.0007867505752
279	0.0007859941096
280	0.0007853400054
281	0.0007852502247
282	0.000784987748
283	0.0007846529644
284	0.0007843647528
285	0.000782329595
286	0.0007767711293
287	0.0007715784474
288	0.0007687864898
289	0.0007687216224
290	0.0007679778339
291	0.0007672365548
292	0.0007636039152
293	0.0007629478107
294	0.0007628978279
295	0.0007628215374
296	0.0007626478299
297	0.0007625644318
298	0.0007536504097
299	0.0007530352101
300	0.0007513681586
301	0.0007363299869
302	0.0007291267185
303	0.000729081436
304	0.0007290314705
305	0.0007280415451
306	0.0007279897806
307	0.0007279284062
308	0.0007257757649
309	0.0007229772076
310	0.0007229260659
311	0.000720870025
312	0.0007164100432
313	0.0007163678919
314	0.0007148016099
315	0.0007067183173
316	0.0007066639672
317	0.0007066011337
318	0.0007061564292
319	0.0007037199748
320	0.0007013324921
321	0.0007011578358
322	0.0007000773253
323	0.0006977155712
324	0.0006976557679
325	0.0006962546887
326	0.0006961650889
327	0.0006930483041
328	0.0006929631983
329	0.0006928976048
330	0.0006918972025
331	0.0006918483556
332	0.0006918102588
333	0.0006766438444
334	0.000663385719
335	0.0006596048177
336	0.0006595641049
337	0.0006567994531
338	0.0006546539573
339	0.0006545849366
340	0.0006545327434
341	0.0006505275386
342	0.0006504696517
343	0.0006491009827
344	0.0006483510238
345	0.0006482679077
346	0.0006482214014
347	0.0006451530569
348	0.0006451068704
349	0.0006411442171
350	0.0006396993427
351	0.0006377915287
352	0.0006371212177
353	0.0006326484452
354	0.0006321612419
355	0.0006276643339
356	0.0006250034608
357	0.0006232367944
358	0.0006186642712
359	0.0006181526452
360	0.0006176614043
361	0.0006169755044
362	0.0006141835855
363	0.0006126046467
364	0.0006114673365
365	0.0005986878166
366	0.0005956386771
367	0.0005955882139
368	0.0005902805117
369	0.0005889387552
370	0.0005861371301
371	0.0005856971521
372	0.0005849432199
373	0.0005845105648
374	0.0005835692633
375	0.0005801014134
376	0.000575450917
377	0.0005638407238
378	0.0005626401669
379	0.0005604905855
380	0.0005599536794
381	0.0005599009298
382	0.0005598544103
383	0.0005598045913
384	0.0005561927069
385	0.0005521807286
386	0.0005517849094
387	0.0005498426745
388	0.0005497941044
389	0.0005466179394
390	0.000546562582
391	0.0005450988485
392	0.0005445911328
393	0.0005442245482
394	0.0005412011881
395	0.0005401413378
396	0.0005373005411
397	0.0005333633312
398	0.0005328926761
399	0.0005239005798
400	0.0005234698729
401	0.000512945648
402	0.0005125150434
403	0.0005121119574
404	0.0005084529712
405	0.0005080327543
406	0.0005072466633
407	0.0005068756255
408	0.0005065119212
409	0.0005061636491
410	0.0005056991023
411	0.0005056180642
412	0.000505553072
413	0.0005054858955
414	0.0005054146118
415	0.000505350911
416	0.0005026655622
417	0.0005016325346
418	0.0004991615701
419	0.0004984426006
420	0.0004970584622
421	0.0004969930065
422	0.0004969264035
423	0.0004872419247
424	0.0004871719531
425	0.0004871120895
426	0.0004864100589
427	0.0004863536043
428	0.0004862948937
429	0.0004862393714
430	0.0004839718537
431	0.0004839161281
432	0.0004838762769
433	0.0004833718702
434	0.0004833194867
435	0.0004811482347
436	0.0004803922892
437	0.0004803515351
438	0.0004783045961
439	0.0004692473426
440	0.0004691915082
441	0.0004691340133
442	0.0004685727
443	0.0004661131606
444	0.000465321936
445	0.0004623939237
446	0.000459681352
447	0.0004582019201
448	0.0004559750372
449	0.0004559105324
450	0.0004558497836
451	0.0004557945571
452	0.0004532773056
453	0.0004532447808
454	0.0004531883001
455	0.0004531331214
456	0.0004530759388
457	0.0004526276457
458	0.0004523394625
459	0.0004510888853
460	0.0004510449813
461	0.0004423942397
462	0.0004421215171
463	0.0004420716314
464	0.000441645658
465	0.0004394735873
466	0.0004390910235
467	0.0004390395979
468	0.0004389934233
469	0.000436935026
470	0.0004365000829
471	0.0004364488235
472	0.0004363985309
473	0.00043635207
474	0.0004363102971
475	0.0004362690629
476	0.0004362296184
477	0.0004357206137
478	0.0004275282911
479	0.0004272619015
480	0.000426743072
481	0.0004247100882
482	0.0004246638828
483	0.0004246170032
484	0.0004223448
485	0.0004222991646
486	0.000421656811
487	0.0004211278238
488	0.0004201751319
489	0.0004201299501
490	0.0004200824354
491	0.0004200423726
492	0.0004200035954
493	0.0004195083433
494	0.0004194651915
495	0.0004188578112
496	0.0004169703657
497	0.0004169347301
498	0.0004091658447
499	0.0004088077207
500	0.0004080023053
501	0.0004074488288
502	0.0004067067631
503	0.0004043977097
504	0.0004043611823
505	0.0004043228964
506	0.0004036225715
507	0.0004029590803
508	0.0004029386455
509	0.0004029045967
510	0.0004024352929
511	0.0004015834028
512	0.0004015557623
513	0.0004010599742
514	0.0004007355546
515	0.0004007006693
516	0.000393531251
517	0.0003934924158
518	0.0003931838364
519	0.0003931501243
520	0.0003931145181
521	0.0003926553253
522	0.0003922190724
523	0.0003913449293
524	0.0003904915586
525	0.000390455133
526	0.0003887326733
527	0.0003887033885
528	0.0003883595354
529	0.0003867225705
530	0.0003866835981
531	0.000385919937
532	0.0003856372005
533	0.0003856029893
534	0.0003846208767
535	0.0003845850903
536	0.0003775688005
537	0.0003773748252
538	0.0003772646571
539	0.0003772357423
540	0.0003760056207
541	0.0003759714408
542	0.000375942464
543	0.0003759080913
544	0.0003757397614
545	0.0003757006217
546	0.0003754177941
547	0.0003753892223
548	0.0003748083697
549	0.0003742532832
550	0.0003742309409
551	0.0003737983011
552	0.0003732674586
553	0.0003732444782
554	0.0003667303907
555	0.0003659787576
556	0.0003654746514
557	0.0003649929999
558	0.0003641785224
559	0.000363724043
560	0.0003633358778
561	0.0003629061727
562	0.0003628800773
563	0.0003625276837
564	0.0003621171751
565	0.0003617234854
566	0.0003613562569
567	0.0003610859105
568	0.0003603562247
569	0.0003592590169
570	0.0003592352513
571	0.0003589887406
572	0.000352735988
573	0.0003516753251
574	0.0003514825041
575	0.0003506085208
576	0.0003502922767
577	0.0003487816537
578	0.000347178378
579	0.0003468099722
580	0.0003461224462
581	0.0003447287566
582	0.0003443720263
583	0.0003443360589
584	0.0003443048805
585	0.0003436991682
586	0.0003435821426
587	0.0003432743491
588	0.0003432467671
589	0.0003430178735
590	0.0003412816304
591	0.0003411009243
592	0.0003404983835
593	0.0003347200645
594	0.0003344978774
595	0.0003342792838
596	0.0003340667382
597	0.000334032287
598	0.0003334279952
599	0.0003332688402
600	0.0003329695379
601	0.0003329376607
602	0.0003323519339
603	0.0003323156176
604	0.0003322890077
605	0.0003320786925
606	0.0003320468815
607	0.0003319044057
608	0.0003265348073
609	0.0003265062371
610	0.0003259568644
611	0.0003253783078
612	0.0003251747088
613	0.0003246165521
614	0.0003245890753
615	0.0003245602901
616	0.0003243626236
617	0.0003231524293
618	0.0003230143133
619	0.0003214989019
620	0.000320965717
621	0.0003209375343
622	0.0003206590221
623	0.0003205194474
624	0.0003199991378
625	0.000319968303
626	0.0003196247567
627	0.0003192938847
628	0.0003192692564
629	0.000319057162
630	0.0003187941145
631	0.000317539147
632	0.0003174047628
633	0.0003172736811
634	0.0003171719328
635	0.0003170670937
636	0.0003168967019
637	0.0003167982655
638	0.0003167033588
639	0.0003165101772
640	0.0003155777931
641	0.0003101408756
642	0.0003092745396
643	0.0003081094918
644	0.000307646625
645	0.0003075130362
646	0.0003073861267
647	0.0003072676642
648	0.0003067990263
649	0.0003066860405
650	0.0003055933726
651	0.0003054705562
652	0.0003050126192
653	0.0003049681877
654	0.000304938856
655	0.000304834759
656	0.000304793475
657	0.000299657225
658	0.0002993301244
659	0.0002991790125
660	0.0002991551956
661	0.000298985489
662	0.0002989388519
663	0.0002978555659
664	0.0002977441803
665	0.0002975840383
666	0.000297392663
667	0.0002963617635
668	0.0002953859508
669	0.0002953592813
670	0.0002949251507
671	0.0002948954908
672	0.000294868577
673	0.0002947561277
674	0.0002939690749
675	0.0002939369256
676	0.0002936635212
677	0.0002927410087
678	0.0002926273306
679	0.0002925236923
680	0.0002923446707
681	0.0002922385082
682	0.0002920837572
683	0.0002919360654
684	0.0002907056819
685	0.0002906085807
686	0.0002905056811
687	0.000285272521
688	0.0002851291387
689	0.000285100774
690	0.0002850765653
691	0.0002850506308
692	0.0002850265789
693	0.0002849274814
694	0.0002848326225
695	0.0002846857976
696	0.0002845225448
697	0.0002844885724
698	0.0002844637507
699	0.0002837351265
700	0.0002836256166
701	0.0002835372521
702	0.0002828392899
703	0.0002827795043
704	0.0002826740537
705	0.0002825871179
706	0.000282477216
707	0.0002815547359
708	0.0002814677191
709	0.0002813688387
710	0.0002812809489
711	0.0002804041588
712	0.0002803009492
713	0.0002802644929
714	0.000280167174
715	0.0002794895927
716	0.0002793988588
717	0.0002793697543
718	0.00027872108
719	0.0002786306726
720	0.0002786016993
721	0.0002785161228
722	0.000273578085
723	0.0002734797875
724	0.0002726167874
725	0.0002719270616
726	0.0002718466775
727	0.0002718076672
728	0.0002717769123
729	0.0002716059002
730	0.0002714576397
731	0.0002712956563
732	0.0002712151545
733	0.0002711345446
734	0.0002710775039
735	0.0002710026634
736	0.0002706650457
737	0.0002705110913
738	0.0002704372645
739	0.0002703621709
740	0.0002702225707
741	0.0002693874971
742	0.0002693153537
743	0.0002692408572
744	0.0002691010791
745	0.0002690269859
746	0.000268892623
747	0.0002688284174
748	0.0002641311851
749	0.0002641060943
750	0.0002640774509
751	0.0002639991767
752	0.0002639138925
753	0.0002638390727
754	0.0002638141084
755	0.0002637504539
756	0.0002629168073
757	0.0002628877477
758	0.000262812541
759	0.0002623706873
760	0.0002617742682
761	0.0002617449236
762	0.0002617262669
763	0.0002616949456
764	0.0002615819953
765	0.0002615562151
766	0.0002615306128
767	0.0002614201829
768	0.0002613504081
769	0.0002613304377
770	0.0002612507903
771	0.0002611742208
772	0.0002609783921
773	0.0002609227381
774	0.0002608460485
775	0.000260051472
776	0.0002588705538
777	0.0002582906886
778	0.0002581664148
779	0.0002580983992
780	0.0002580355797
781	0.0002579775579
782	0.0002575641903
783	0.0002575450966
784	0.0002575284025
785	0.0002532869053
786	0.0002526954462
787	0.0002526201291
788	0.0002517138665
789	0.0002516994572
790	0.0002516739207
791	0.0002515408911
792	0.00025146594
793	0.0002506208171
794	0.000250602821
795	0.0002505852956
796	0.0002505130397
797	0.000250442799
798	0.0002503762683
799	0.000250075891
800	0.0002497247711
801	0.0002489705299
802	0.0002489006317
803	0.0002485913273
804	0.0002485305997
805	0.0002484707556
806	0.0002484142588
807	0.000248351681
808	0.0002483301937
809	0.000248270446
810	0.0002482432212
811	0.000247531832
812	0.000247461414
813	0.0002473976654
814	0.0002473853791
815	0.0002473665516
816	0.0002473521027
817	0.0002431511006
818	0.0002428795422
819	0.0002428516321
820	0.0002427991421
821	0.0002427365987
822	0.0002424423327
823	0.0002424200389
824	0.0002423550544
825	0.0002423137522
826	0.0002421829311
827	0.0002421293534
828	0.0002419902791
829	0.0002419711299
830	0.0002416853414
831	0.000240991224
832	0.0002409665454
833	0.0002409453456
834	0.0002409253579
835	0.0002402553568
836	0.0002401887628
837	0.0002401682689
838	0.0002401457812
839	0.0002401331335
840	0.0002401106901
841	0.0002400888126
842	0.0002400742644
843	0.0002400535932
844	0.0002399915866
845	0.0002399392452
846	0.0002399260842
847	0.0002398740006
848	0.0002398244424
849	0.0002394897647
850	0.0002394306189
851	0.0002394209721
852	0.0002393708487
853	0.0002393156457
854	0.0002392687249
855	0.0002392232521
856	0.0002391714232
857	0.0002391249085
858	0.000238606645
859	0.0002385397997
860	0.0002385227899
861	0.000234511026
862	0.0002344527063
863	0.0002344351809
864	0.0002340046887
865	0.0002339527599
866	0.0002339084426
867	0.0002338861441
868	0.0002338408853
869	0.0002335653201
870	0.0002335445673
871	0.0002334945331
872	0.0002334450984
873	0.0002333859337
874	0.0002333699847
875	0.0002330196696
876	0.0002329677397
877	0.0002329479767
878	0.0002328963549
879	0.0002325487804
880	0.0002319003069
881	0.0002318451601
882	0.0002317896769
883	0.0002316948358
884	0.0002313627469
885	0.0002313180867
886	0.0002312655653
887	0.0002312225105
888	0.0002311753685
889	0.0002311276273
890	0.0002310611694
891	0.0002310171092
892	0.0002309732608
893	0.0002309333198
894	0.0002308988543
895	0.0002307518526
896	0.0002307149557
897	0.0002304510413
898	0.0002297916637
899	0.0002260080157
900	0.0002257002306
901	0.0002256806639
902	0.0002256337754
903	0.0002255908328
904	0.0002255455297
905	0.0002255062427
906	0.0002254899992
907	0.0002254703758
908	0.0002251692174
909	0.0002251511882
910	0.0002251122181
911	0.0002250950752
912	0.0002250780028
913	0.0002250384626
914	0.0002249981071
915	0.0002247666979
916	0.0002244808675
917	0.0002238311864
918	0.0002229437323
919	0.0002228995315
920	0.0002228593575
921	0.000222768976
922	0.0002227245327
923	0.0002226616587
924	0.0002225538879
925	0.0002225208782
926	0.0002224817071
927	0.0002223528853
928	0.000222316964
929	0.000222271383
930	0.0002222335719
931	0.0002222022742
932	0.0002221760044
933	0.0002221436677
934	0.0002221116556
935	0.0002220790493
936	0.0002219936715
937	0.0002219653061
938	0.0002213008431
939	0.0002210330940	940	0.0002210033941941	0.00022096942	0.942	0.00022033943	0.943	0.00021974944	0.944	0.00021969945	0.945	0.0002194355348
946	0.0002193529717
947	0.000214148054
948	0.0002139005216
949	0.000213745950	0950	0.000213706951	0951	0.000213690952	0952	0.0002133219832
953	0.00021329954	0.954	0.00021321955	0.955	0.00021318956	0.956	0.0002130787371
957	0.00021305958	0.958	0.00021302959	0.959	0.00021292960	0.960	0.00021289961	0.961	0.00021287962	0.962	0.00021279963	0.963	0.000212964	0.00964	0.00021965	0.000965	0.00021966	0.000966	0.00021967	0.00967	0.000212968	0.00968	0.000212969	0.00969	0.0002970	0.0001970	0.0002971	0.0001971	0.0002972	0.0001972	0.000973	0.00017973	0.000974	0.00017974	0.000975	0.00017975	0.000976	0.00017976	0.000977	0.00017977	0.0002118096525
978	0.0002117832586
979	0.0002117578414
980	0.0002117309271
981	0.0002117082449
982	0.0002116043879
983	0.0002115795254
984	0.0002115568951
985	0.0002113323228
986	0.0002113100337
987	0.0002100393495
988	0.0002098728072
989	0.0002098481127
990	0.0002066084045
991	0.0002065353587
992	0.0002064996828
993	0.0002061042776
994	0.0002060833568
995	0.000204921408
996	0.0002047129627
997	0.0002046769545
998	0.0002046418398
999	0.0002046084351
680846
36120157e-05
998	9.22686741e-05
999	9.225269789e-05
